date,province,no_patient,pm25
2022-02-19,หนองบัวลำภู,4,
2022-02-19,อำนาจเจริญ,8,3.0
2022-02-19,อุดรธานี,15,20.0
2022-02-19,อุตรดิตถ์,2,15.0
2022-02-19,อุทัยธานี,5,8.0
2022-02-19,อุบลราชธานี,13,26.0
2022-02-19,อ่างทอง,2,
2022-02-19,เชียงราย,15,10.0
2022-02-19,เชียงใหม่,21,10.8
2022-02-19,เพชรบุรี,1,
2022-02-19,เพชรบูรณ์,2,13.0
2022-02-19,เลย,6,14.0
2022-02-19,แพร่,2,14.0
2022-02-19,แม่ฮ่องสอน,5,10.5
2022-02-20,กรุงเทพมหานคร,12,12.161290322580646
2022-02-20,กาญจนบุรี,4,14.0
2022-02-20,กาฬสินธุ์,7,10.0
2022-02-20,กำแพงเพชร,1,14.0
2022-02-20,ขอนแก่น,40,25.0
2022-02-20,จันทบุรี,3,
2022-02-20,ฉะเชิงเทรา,6,16.0
2022-02-20,ชลบุรี,11,10.0
2022-02-20,ชัยนาท,3,
2022-02-20,ชัยภูมิ,12,9.0
2022-02-20,ตรัง,2,12.0
2022-02-20,ตราด,2,14.0
2022-02-20,ตาก,2,14.5
2022-02-20,นครปฐม,5,8.0
2022-02-20,นครพนม,5,5.0
2022-02-20,นครราชสีมา,25,15.0
2022-02-20,นครศรีธรรมราช,13,10.0
2022-02-20,นครสวรรค์,8,11.0
2022-02-20,นนทบุรี,12,7.0
2022-02-20,นราธิวาส,7,14.0
2022-02-20,น่าน,2,11.5
2022-02-20,บึงกาฬ,1,7.0
2022-02-20,บุรีรัมย์,15,12.0
2022-02-20,ปทุมธานี,8,8.0
2022-02-20,ประจวบคีรีขันธ์,3,
2022-02-20,ปราจีนบุรี,3,17.0
2022-02-20,ปัตตานี,13,
2022-02-20,พระนครศรีอยุธยา,10,9.0
2022-02-20,พะเยา,3,13.0
2022-02-20,พังงา,4,
2022-02-20,พัทลุง,6,
2022-02-20,พิจิตร,5,7.0
2022-02-20,พิษณุโลก,3,7.0
2022-02-20,ภูเก็ต,3,12.0
2022-02-20,มุกดาหาร,2,5.0
2022-02-20,ยะลา,6,15.5
2022-02-20,ระนอง,1,
2022-02-20,ระยอง,2,10.833333333333334
2022-02-20,ราชบุรี,2,10.0
2022-02-20,ร้อยเอ็ด,7,8.0
2022-02-20,ลพบุรี,3,13.0
2022-02-20,ลำปาง,5,10.25
2022-02-20,ลำพูน,1,14.0
2022-02-20,ศรีสะเกษ,11,15.0
2022-02-20,สกลนคร,15,4.0
2022-02-20,สงขลา,15,16.0
2022-02-20,สตูล,4,14.0
2022-02-20,สมุทรปราการ,12,10.5
2022-02-20,สมุทรสงคราม,3,6.0
2022-02-20,สมุทรสาคร,5,7.5
2022-02-20,สระบุรี,5,16.5
2022-02-20,สระแก้ว,2,11.0
2022-02-20,สุพรรณบุรี,5,10.0
2022-02-20,สุราษฎร์ธานี,6,10.0
2022-02-20,สุโขทัย,1,7.0
2022-02-20,หนองคาย,3,8.0
2022-02-20,หนองบัวลำภู,1,
2022-02-20,อำนาจเจริญ,6,6.0
2022-02-20,อุดรธานี,10,7.0
2022-02-20,อุตรดิตถ์,4,9.0
2022-02-20,อุทัยธานี,4,1.0
2022-02-20,อุบลราชธานี,22,13.0
2022-02-20,อ่างทอง,3,
2022-02-20,เชียงราย,13,15.333333333333334
2022-02-20,เชียงใหม่,8,16.2
2022-02-20,เพชรบุรี,2,
2022-02-20,เพชรบูรณ์,2,8.0
2022-02-20,เลย,2,7.0
2022-02-20,แพร่,5,11.0
2022-02-20,แม่ฮ่องสอน,4,15.5
2022-02-21,กรุงเทพมหานคร,56,12.451612903225806
2022-02-21,กาญจนบุรี,25,25.0
2022-02-21,กาฬสินธุ์,148,6.0
2022-02-21,กำแพงเพชร,19,28.0
2022-02-21,ขอนแก่น,78,16.0
2022-02-21,จันทบุรี,26,
2022-02-21,ฉะเชิงเทรา,12,17.0
2022-02-21,ชลบุรี,50,11.666666666666666
2022-02-21,ชัยนาท,8,
2022-02-21,ชัยภูมิ,42,9.0
2022-02-21,ตรัง,33,13.0
2022-02-21,ตราด,5,8.0
2022-02-21,ตาก,13,33.0
2022-02-21,นครปฐม,55,23.0
2022-02-21,นครพนม,25,6.0
2022-02-21,นครราชสีมา,111,19.0
2022-02-21,นครศรีธรรมราช,58,10.0
2022-02-21,นครสวรรค์,52,15.0
2022-02-21,นนทบุรี,53,16.0
2022-02-21,นราธิวาส,19,18.0
2022-02-21,น่าน,9,9.0
2022-02-21,บึงกาฬ,7,8.0
2022-02-21,บุรีรัมย์,41,8.0
2022-02-21,ปทุมธานี,11,16.0
2022-02-21,ประจวบคีรีขันธ์,45,
2022-02-21,ปราจีนบุรี,11,19.0
2022-02-21,ปัตตานี,25,
2022-02-21,พระนครศรีอยุธยา,26,13.0
2022-02-21,พะเยา,10,13.0
2022-02-21,พังงา,20,
2022-02-21,พัทลุง,28,
2022-02-21,พิจิตร,10,2.0
2022-02-21,พิษณุโลก,23,12.0
2022-02-21,ภูเก็ต,6,9.0
2022-02-21,มุกดาหาร,8,5.0
2022-02-21,ยะลา,10,14.5
2022-02-21,ระนอง,2,
2022-02-21,ระยอง,35,8.333333333333334
2022-02-21,ราชบุรี,18,21.0
2022-02-21,ร้อยเอ็ด,23,7.0
2022-02-21,ลพบุรี,47,16.0
2022-02-21,ลำปาง,45,16.75
2022-02-21,ลำพูน,7,23.0
2022-02-21,ศรีสะเกษ,14,7.0
2022-02-21,สกลนคร,33,6.0
2022-02-21,สงขลา,71,16.0
2022-02-21,สตูล,15,16.0
2022-02-21,สมุทรปราการ,17,15.833333333333334
2022-02-21,สมุทรสงคราม,10,12.0
2022-02-21,สมุทรสาคร,82,20.0
2022-02-21,สระบุรี,35,29.0
2022-02-21,สระแก้ว,6,16.0
2022-02-21,สิงห์บุรี,3,13.0
2022-02-21,สุพรรณบุรี,21,19.0
2022-02-21,สุราษฎร์ธานี,43,13.0
2022-02-21,สุโขทัย,13,13.0
2022-02-21,หนองคาย,12,8.0
2022-02-21,หนองบัวลำภู,24,
2022-02-21,อำนาจเจริญ,2,4.0
2022-02-21,อุดรธานี,96,5.0
2022-02-21,อุตรดิตถ์,10,9.0
2022-02-21,อุทัยธานี,12,17.0
2022-02-21,อุบลราชธานี,72,7.0
2022-02-21,อ่างทอง,4,
2022-02-21,เชียงราย,42,9.333333333333334
2022-02-21,เชียงใหม่,97,20.6
2022-02-21,เพชรบุรี,10,
2022-02-21,เพชรบูรณ์,21,6.0
2022-02-21,เลย,12,7.0
2022-02-21,แพร่,9,11.0
2022-02-21,แม่ฮ่องสอน,2,29.5
2022-02-22,กรุงเทพมหานคร,48,19.983870967741936
2022-02-22,กาญจนบุรี,18,22.0
2022-02-22,กาฬสินธุ์,24,11.0
2022-02-22,กำแพงเพชร,26,28.0
2022-02-22,ขอนแก่น,147,24.0
2022-02-22,จันทบุรี,23,
2022-02-22,ฉะเชิงเทรา,20,19.0
2022-02-22,ชลบุรี,70,18.0
2022-02-22,ชัยนาท,18,
2022-02-22,ชัยภูมิ,24,14.0
2022-02-22,ตรัง,36,11.0
2022-02-22,ตราด,2,15.0
2022-02-22,ตาก,13,17.5
2022-02-22,นครปฐม,33,27.0
2022-02-22,นครพนม,17,10.0
2022-02-22,นครราชสีมา,165,19.0
2022-02-22,นครศรีธรรมราช,31,13.0
2022-02-22,นครสวรรค์,23,21.0
2022-02-22,นนทบุรี,70,25.5
2022-02-22,นราธิวาส,39,17.0
2022-02-22,น่าน,19,17.5
2022-02-22,บึงกาฬ,4,12.0
2022-02-22,บุรีรัมย์,49,13.0
2022-02-22,ปทุมธานี,18,25.0
2022-02-22,ประจวบคีรีขันธ์,27,
2022-02-22,ปราจีนบุรี,9,22.0
2022-02-22,ปัตตานี,21,
2022-02-22,พระนครศรีอยุธยา,37,20.0
2022-02-22,พะเยา,28,21.0
2022-02-22,พังงา,10,
2022-02-22,พัทลุง,50,
2022-02-22,พิจิตร,12,16.0
2022-02-22,พิษณุโลก,36,18.0
2022-02-22,ภูเก็ต,9,12.0
2022-02-22,มุกดาหาร,14,7.0
2022-02-22,ยะลา,20,16.0
2022-02-22,ระนอง,2,
2022-02-22,ระยอง,21,17.666666666666668
2022-02-22,ราชบุรี,30,30.0
2022-02-22,ร้อยเอ็ด,34,12.0
2022-02-22,ลพบุรี,9,23.0
2022-02-22,ลำปาง,36,18.25
2022-02-22,ลำพูน,3,26.0
2022-02-22,ศรีสะเกษ,47,8.0
2022-02-22,สกลนคร,98,8.0
2022-02-22,สงขลา,61,12.0
2022-02-22,สตูล,9,12.0
2022-02-22,สมุทรปราการ,13,26.166666666666668
2022-02-22,สมุทรสงคราม,27,20.0
2022-02-22,สมุทรสาคร,86,29.5
2022-02-22,สระบุรี,33,22.5
2022-02-22,สระแก้ว,3,20.0
2022-02-22,สิงห์บุรี,3,18.0
2022-02-22,สุพรรณบุรี,18,21.0
2022-02-22,สุราษฎร์ธานี,20,15.0
2022-02-22,สุโขทัย,12,22.0
2022-02-22,หนองคาย,7,33.0
2022-02-22,หนองบัวลำภู,26,
2022-02-22,อำนาจเจริญ,9,6.0
2022-02-22,อุดรธานี,54,11.0
2022-02-22,อุตรดิตถ์,12,20.0
2022-02-22,อุทัยธานี,6,23.0
2022-02-22,อุบลราชธานี,63,7.0
2022-02-22,อ่างทอง,3,
2022-02-22,เชียงราย,56,18.0
2022-02-22,เชียงใหม่,79,30.0
2022-02-22,เพชรบุรี,9,
2022-02-22,เพชรบูรณ์,54,14.0
2022-02-22,เลย,19,13.0
2022-02-22,แพร่,27,19.0
2022-02-22,แม่ฮ่องสอน,6,36.0
2022-02-23,กรุงเทพมหานคร,64,29.20967741935484
2022-02-23,กาญจนบุรี,73,30.0
2022-02-23,กาฬสินธุ์,35,17.0
2022-02-23,กำแพงเพชร,8,38.0
2022-02-23,ขอนแก่น,134,28.0
2022-02-23,จันทบุรี,26,
2022-02-23,ฉะเชิงเทรา,25,19.0
2022-02-23,ชลบุรี,91,23.666666666666668
2022-02-23,ชัยนาท,22,
2022-02-23,ชัยภูมิ,39,18.0
2022-02-23,ตรัง,33,8.0
2022-02-23,ตราด,4,15.0
2022-02-23,ตาก,23,37.5
2022-02-23,นครปฐม,23,37.0
2022-02-23,นครพนม,55,19.0
2022-02-23,นครราชสีมา,93,24.0
2022-02-23,นครศรีธรรมราช,37,15.0
2022-02-23,นครสวรรค์,73,28.0
2022-02-23,นนทบุรี,46,37.0
2022-02-23,นราธิวาส,18,16.0
2022-02-23,น่าน,9,22.5
2022-02-23,บึงกาฬ,8,18.0
2022-02-23,บุรีรัมย์,62,13.0
2022-02-23,ปทุมธานี,16,33.0
2022-02-23,ประจวบคีรีขันธ์,12,
2022-02-23,ปราจีนบุรี,9,27.0
2022-02-23,ปัตตานี,40,
2022-02-23,พระนครศรีอยุธยา,28,22.0
2022-02-23,พะเยา,9,28.0
2022-02-23,พังงา,22,
2022-02-23,พัทลุง,15,
2022-02-23,พิจิตร,8,28.0
2022-02-23,พิษณุโลก,21,28.0
2022-02-23,ภูเก็ต,10,10.0
2022-02-23,มุกดาหาร,17,2.0
2022-02-23,ยะลา,17,14.0
2022-02-23,ระนอง,3,
2022-02-23,ระยอง,39,23.666666666666668
2022-02-23,ราชบุรี,18,39.0
2022-02-23,ร้อยเอ็ด,31,15.0
2022-02-23,ลพบุรี,15,24.0
2022-02-23,ลำปาง,42,26.5
2022-02-23,ลำพูน,8,31.0
2022-02-23,ศรีสะเกษ,32,10.0
2022-02-23,สกลนคร,50,14.0
2022-02-23,สงขลา,82,11.0
2022-02-23,สตูล,12,12.0
2022-02-23,สมุทรปราการ,25,32.666666666666664
2022-02-23,สมุทรสงคราม,35,30.0
2022-02-23,สมุทรสาคร,100,40.5
2022-02-23,สระบุรี,32,28.5
2022-02-23,สระแก้ว,8,22.0
2022-02-23,สิงห์บุรี,4,21.0
2022-02-23,สุพรรณบุรี,24,32.0
2022-02-23,สุราษฎร์ธานี,22,10.0
2022-02-23,สุโขทัย,9,4.0
2022-02-23,หนองคาย,21,31.0
2022-02-23,หนองบัวลำภู,12,
2022-02-23,อำนาจเจริญ,11,7.0
2022-02-23,อุดรธานี,128,16.0
2022-02-23,อุตรดิตถ์,7,30.0
2022-02-23,อุทัยธานี,32,27.0
2022-02-23,อุบลราชธานี,60,7.0
2022-02-23,อ่างทอง,6,
2022-02-23,เชียงราย,48,18.666666666666668
2022-02-23,เชียงใหม่,91,26.4
2022-02-23,เพชรบุรี,30,
2022-02-23,เพชรบูรณ์,20,20.0
2022-02-23,เลย,18,19.0
2022-02-23,แพร่,6,28.0
2022-02-23,แม่ฮ่องสอน,18,39.5
2022-02-24,กรุงเทพมหานคร,71,36.274193548387096
2022-02-24,กาญจนบุรี,8,30.0
2022-02-24,กาฬสินธุ์,30,3.0
2022-02-24,กำแพงเพชร,27,37.0
2022-02-24,ขอนแก่น,156,32.0
2022-02-24,จันทบุรี,14,
2022-02-24,ฉะเชิงเทรา,11,22.0
2022-02-24,ชลบุรี,84,25.0
2022-02-24,ชัยนาท,31,
2022-02-24,ชัยภูมิ,31,26.0
2022-02-24,ตรัง,26,11.0
2022-02-24,ตราด,14,21.0
2022-02-24,ตาก,5,44.0
2022-02-24,นครปฐม,30,33.0
2022-02-24,นครพนม,19,19.0
2022-02-24,นครราชสีมา,113,27.0
2022-02-24,นครศรีธรรมราช,26,10.0
2022-02-24,นครสวรรค์,20,35.0
2022-02-24,นนทบุรี,31,34.0
2022-02-24,นราธิวาส,18,15.0
2022-02-24,น่าน,8,23.5
2022-02-24,บึงกาฬ,6,28.0
2022-02-24,บุรีรัมย์,64,16.0
2022-02-24,ปทุมธานี,32,35.0
2022-02-24,ประจวบคีรีขันธ์,14,
2022-02-24,ปราจีนบุรี,23,32.0
2022-02-24,ปัตตานี,24,
2022-02-24,พระนครศรีอยุธยา,29,23.0
2022-02-24,พะเยา,9,15.0
2022-02-24,พังงา,22,
2022-02-24,พัทลุง,38,
2022-02-24,พิจิตร,9,35.0
2022-02-24,พิษณุโลก,23,29.0
2022-02-24,ภูเก็ต,11,13.0
2022-02-24,มุกดาหาร,11,13.0
2022-02-24,ยะลา,11,13.0
2022-02-24,ระนอง,5,
2022-02-24,ระยอง,40,24.5
2022-02-24,ราชบุรี,36,38.0
2022-02-24,ร้อยเอ็ด,13,16.0
2022-02-24,ลพบุรี,29,27.0
2022-02-24,ลำปาง,29,24.25
2022-02-24,ลำพูน,33,32.0
2022-02-24,ศรีสะเกษ,16,12.0
2022-02-24,สกลนคร,38,20.0
2022-02-24,สงขลา,56,12.0
2022-02-24,สตูล,29,13.0
2022-02-24,สมุทรปราการ,23,33.166666666666664
2022-02-24,สมุทรสงคราม,17,31.0
2022-02-24,สมุทรสาคร,68,42.0
2022-02-24,สระบุรี,41,28.0
2022-02-24,สระแก้ว,6,20.0
2022-02-24,สิงห์บุรี,3,3.0
2022-02-24,สุพรรณบุรี,25,30.0
2022-02-24,สุราษฎร์ธานี,22,14.0
2022-02-24,สุโขทัย,6,28.0
2022-02-24,หนองคาย,3,51.0
2022-02-24,หนองบัวลำภู,9,
2022-02-24,อำนาจเจริญ,4,10.0
2022-02-24,อุดรธานี,22,25.0
2022-02-24,อุตรดิตถ์,43,31.0
2022-02-24,อุทัยธานี,6,29.0
2022-02-24,อุบลราชธานี,78,10.0
2022-02-24,อ่างทอง,3,
2022-02-24,เชียงราย,65,16.0
2022-02-24,เชียงใหม่,53,25.2
2022-02-24,เพชรบุรี,13,
2022-02-24,เพชรบูรณ์,12,26.0
2022-02-24,เลย,12,29.0
2022-02-24,แพร่,30,29.0
2022-02-24,แม่ฮ่องสอน,7,22.5
2022-02-25,กรุงเทพมหานคร,42,35.5
2022-02-25,กาญจนบุรี,18,36.0
2022-02-25,กาฬสินธุ์,27,22.0
2022-02-25,กำแพงเพชร,8,39.0
2022-02-25,ขอนแก่น,148,32.0
2022-02-25,จันทบุรี,45,
2022-02-25,ฉะเชิงเทรา,20,26.0
2022-02-25,ชลบุรี,47,26.333333333333332
2022-02-25,ชัยนาท,10,
2022-02-25,ชัยภูมิ,23,26.0
2022-02-25,ตรัง,32,8.0
2022-02-25,ตราด,1,27.0
2022-02-25,ตาก,2,48.5
2022-02-25,นครปฐม,34,39.0
2022-02-25,นครพนม,26,21.0
2022-02-25,นครราชสีมา,84,26.0
2022-02-25,นครศรีธรรมราช,28,13.0
2022-02-25,นครสวรรค์,45,43.0
2022-02-25,นนทบุรี,34,40.0
2022-02-25,นราธิวาส,11,12.0
2022-02-25,น่าน,18,28.5
2022-02-25,บึงกาฬ,7,29.0
2022-02-25,บุรีรัมย์,42,3.0
2022-02-25,ปทุมธานี,28,35.0
2022-02-25,ประจวบคีรีขันธ์,11,
2022-02-25,ปราจีนบุรี,7,33.0
2022-02-25,ปัตตานี,14,
2022-02-25,พระนครศรีอยุธยา,31,27.0
2022-02-25,พะเยา,12,23.0
2022-02-25,พังงา,12,
2022-02-25,พัทลุง,31,
2022-02-25,พิจิตร,6,5.0
2022-02-25,พิษณุโลก,14,33.0
2022-02-25,ภูเก็ต,10,19.0
2022-02-25,มุกดาหาร,9,18.0
2022-02-25,ยะลา,8,12.0
2022-02-25,ระนอง,4,
2022-02-25,ระยอง,26,26.333333333333332
2022-02-25,ราชบุรี,23,41.0
2022-02-25,ร้อยเอ็ด,31,20.0
2022-02-25,ลพบุรี,18,30.0
2022-02-25,ลำปาง,24,31.5
2022-02-25,ลำพูน,8,34.0
2022-02-25,ศรีสะเกษ,25,18.0
2022-02-25,สกลนคร,15,19.0
2022-02-25,สงขลา,80,11.0
2022-02-25,สตูล,7,14.0
2022-02-25,สมุทรปราการ,27,38.833333333333336
2022-02-25,สมุทรสงคราม,7,39.0
2022-02-25,สมุทรสาคร,90,45.5
2022-02-25,สระบุรี,30,33.0
2022-02-25,สระแก้ว,6,22.0
2022-02-25,สิงห์บุรี,11,26.0
2022-02-25,สุพรรณบุรี,28,34.0
2022-02-25,สุราษฎร์ธานี,26,23.0
2022-02-25,สุโขทัย,9,37.0
2022-02-25,หนองคาย,4,49.0
2022-02-25,หนองบัวลำภู,5,
2022-02-25,อำนาจเจริญ,8,14.0
2022-02-25,อุดรธานี,29,23.0
2022-02-25,อุตรดิตถ์,16,39.0
2022-02-25,อุทัยธานี,7,5.0
2022-02-25,อุบลราชธานี,85,14.0
2022-02-25,อ่างทอง,5,
2022-02-25,เชียงราย,45,22.333333333333332
2022-02-25,เชียงใหม่,74,21.8
2022-02-25,เพชรบุรี,20,
2022-02-25,เพชรบูรณ์,32,32.0
2022-02-25,เลย,9,40.0
2022-02-25,แพร่,24,34.0
2022-02-25,แม่ฮ่องสอน,7,37.0
2022-02-26,กรุงเทพมหานคร,15,41.03225806451613
2022-02-26,กาญจนบุรี,8,41.0
2022-02-26,กาฬสินธุ์,8,25.0
2022-02-26,ขอนแก่น,37,42.0
2022-02-26,จันทบุรี,1,
2022-02-26,ฉะเชิงเทรา,5,28.0
2022-02-26,ชลบุรี,18,31.333333333333332
2022-02-26,ชัยนาท,1,
2022-02-26,ชัยภูมิ,12,38.0
2022-02-26,ตรัง,4,9.0
2022-02-26,ตาก,3,25.5
2022-02-26,นครปฐม,7,42.0
2022-02-26,นครพนม,7,20.0
2022-02-26,นครราชสีมา,18,34.0
2022-02-26,นครศรีธรรมราช,6,15.0
2022-02-26,นครสวรรค์,6,30.0
2022-02-26,นนทบุรี,21,41.5
2022-02-26,นราธิวาส,6,14.0
2022-02-26,น่าน,4,31.0
2022-02-26,บึงกาฬ,5,42.0
2022-02-26,บุรีรัมย์,9,25.0
2022-02-26,ปทุมธานี,8,38.0
2022-02-26,ประจวบคีรีขันธ์,1,
2022-02-26,ปราจีนบุรี,2,39.0
2022-02-26,ปัตตานี,11,
2022-02-26,พระนครศรีอยุธยา,11,33.0
2022-02-26,พะเยา,2,31.0
2022-02-26,พังงา,4,
2022-02-26,พัทลุง,10,
2022-02-26,พิจิตร,6,41.0
2022-02-26,พิษณุโลก,6,40.0
2022-02-26,ภูเก็ต,3,18.0
2022-02-26,มุกดาหาร,5,3.0
2022-02-26,ยะลา,6,12.0
2022-02-26,ระนอง,5,
2022-02-26,ระยอง,4,30.666666666666668
2022-02-26,ราชบุรี,10,49.0
2022-02-26,ร้อยเอ็ด,11,22.0
2022-02-26,ลพบุรี,2,40.0
2022-02-26,ลำปาง,4,40.25
2022-02-26,ลำพูน,4,45.0
2022-02-26,ศรีสะเกษ,13,
2022-02-26,สกลนคร,20,23.0
2022-02-26,สงขลา,13,12.0
2022-02-26,สตูล,8,15.0
2022-02-26,สมุทรปราการ,8,43.0
2022-02-26,สมุทรสงคราม,4,42.0
2022-02-26,สมุทรสาคร,7,49.0
2022-02-26,สระบุรี,5,38.0
2022-02-26,สระแก้ว,2,38.0
2022-02-26,สิงห์บุรี,1,38.0
2022-02-26,สุพรรณบุรี,5,44.0
2022-02-26,สุราษฎร์ธานี,4,18.0
2022-02-26,สุโขทัย,1,36.0
2022-02-26,หนองคาย,3,71.0
2022-02-26,หนองบัวลำภู,1,
2022-02-26,อำนาจเจริญ,3,12.0
2022-02-26,อุดรธานี,11,31.0
2022-02-26,อุทัยธานี,5,4.0
2022-02-26,อุบลราชธานี,16,20.0
2022-02-26,อ่างทอง,2,
2022-02-26,เชียงราย,10,28.666666666666668
2022-02-26,เชียงใหม่,28,36.0
2022-02-26,เพชรบุรี,2,
2022-02-26,เพชรบูรณ์,6,34.0
2022-02-26,เลย,6,42.0
2022-02-26,แพร่,1,40.0
2022-02-26,แม่ฮ่องสอน,4,49.0
2022-02-27,กรุงเทพมหานคร,8,43.564516129032256
2022-02-27,กาญจนบุรี,7,43.0
2022-02-27,กาฬสินธุ์,13,20.0
2022-02-27,กำแพงเพชร,3,44.0
2022-02-27,ขอนแก่น,25,35.0
2022-02-27,จันทบุรี,7,
2022-02-27,ฉะเชิงเทรา,4,38.0
2022-02-27,ชลบุรี,14,34.333333333333336
2022-02-27,ชัยนาท,1,
2022-02-27,ชัยภูมิ,7,34.0
2022-02-27,ตรัง,2,9.0
2022-02-27,ตาก,2,55.0
2022-02-27,นครปฐม,4,57.0
2022-02-27,นครพนม,4,23.0
2022-02-27,นครราชสีมา,19,33.0
2022-02-27,นครศรีธรรมราช,14,12.0
2022-02-27,นครสวรรค์,9,42.0
2022-02-27,นนทบุรี,12,49.0
2022-02-27,นราธิวาส,10,14.0
2022-02-27,น่าน,3,34.5
2022-02-27,บึงกาฬ,2,43.0
2022-02-27,บุรีรัมย์,18,27.0
2022-02-27,ปทุมธานี,12,42.0
2022-02-27,ประจวบคีรีขันธ์,1,
2022-02-27,ปราจีนบุรี,5,45.0
2022-02-27,ปัตตานี,7,
2022-02-27,พระนครศรีอยุธยา,6,40.0
2022-02-27,พะเยา,2,41.0
2022-02-27,พังงา,3,
2022-02-27,พัทลุง,8,
2022-02-27,พิจิตร,1,47.0
2022-02-27,พิษณุโลก,5,48.0
2022-02-27,ภูเก็ต,6,12.0
2022-02-27,ยะลา,3,12.5
2022-02-27,ระนอง,4,
2022-02-27,ระยอง,7,37.833333333333336
2022-02-27,ราชบุรี,10,48.0
2022-02-27,ร้อยเอ็ด,15,24.0
2022-02-27,ลพบุรี,1,42.0
2022-02-27,ลำปาง,4,44.25
2022-02-27,ลำพูน,1,49.0
2022-02-27,ศรีสะเกษ,3,36.0
2022-02-27,สกลนคร,15,24.0
2022-02-27,สงขลา,9,13.0
2022-02-27,สตูล,4,13.0
2022-02-27,สมุทรปราการ,16,48.333333333333336
2022-02-27,สมุทรสงคราม,3,47.0
2022-02-27,สมุทรสาคร,15,52.0
2022-02-27,สระบุรี,12,40.5
2022-02-27,สระแก้ว,1,38.0
2022-02-27,สิงห์บุรี,1,34.0
2022-02-27,สุพรรณบุรี,6,47.0
2022-02-27,สุราษฎร์ธานี,7,13.0
2022-02-27,สุโขทัย,4,43.0
2022-02-27,หนองคาย,5,69.0
2022-02-27,หนองบัวลำภู,1,
2022-02-27,อำนาจเจริญ,1,16.0
2022-02-27,อุดรธานี,8,31.0
2022-02-27,อุตรดิตถ์,1,47.0
2022-02-27,อุทัยธานี,4,44.0
2022-02-27,อุบลราชธานี,17,23.0
2022-02-27,อ่างทอง,1,
2022-02-27,เชียงราย,10,34.333333333333336
2022-02-27,เชียงใหม่,19,41.8
2022-02-27,เพชรบุรี,6,
2022-02-27,เพชรบูรณ์,8,37.0
2022-02-27,เลย,5,35.0
2022-02-27,แม่ฮ่องสอน,4,63.5
2022-02-28,กรุงเทพมหานคร,52,50.693548387096776
2022-02-28,กาญจนบุรี,18,47.0
2022-02-28,กาฬสินธุ์,57,39.0
2022-02-28,กำแพงเพชร,10,40.0
2022-02-28,ขอนแก่น,75,62.0
2022-02-28,จันทบุรี,23,
2022-02-28,ฉะเชิงเทรา,20,52.0
2022-02-28,ชลบุรี,62,41.666666666666664
2022-02-28,ชัยนาท,11,
2022-02-28,ชัยภูมิ,39,49.0
2022-02-28,ตรัง,84,8.0
2022-02-28,ตราด,5,25.0
2022-02-28,ตาก,21,62.0
2022-02-28,นครปฐม,31,58.0
2022-02-28,นครพนม,23,57.0
2022-02-28,นครราชสีมา,96,47.0
2022-02-28,นครศรีธรรมราช,39,13.0
2022-02-28,นครสวรรค์,29,41.0
2022-02-28,นนทบุรี,48,53.5
2022-02-28,นราธิวาส,19,17.0
2022-02-28,น่าน,21,39.5
2022-02-28,บึงกาฬ,6,55.0
2022-02-28,บุรีรัมย์,39,38.0
2022-02-28,ปทุมธานี,20,48.0
2022-02-28,ประจวบคีรีขันธ์,11,
2022-02-28,ปราจีนบุรี,19,64.0
2022-02-28,ปัตตานี,16,
2022-02-28,พระนครศรีอยุธยา,25,55.0
2022-02-28,พะเยา,16,61.0
2022-02-28,พังงา,23,
2022-02-28,พัทลุง,32,
2022-02-28,พิจิตร,7,6.0
2022-02-28,พิษณุโลก,29,58.0
2022-02-28,ภูเก็ต,7,12.0
2022-02-28,มุกดาหาร,4,39.0
2022-02-28,ยะลา,9,13.0
2022-02-28,ระนอง,2,
2022-02-28,ระยอง,39,39.5
2022-02-28,ราชบุรี,15,53.0
2022-02-28,ร้อยเอ็ด,25,34.0
2022-02-28,ลพบุรี,28,52.0
2022-02-28,ลำปาง,32,49.0
2022-02-28,ลำพูน,11,54.0
2022-02-28,ศรีสะเกษ,18,45.0
2022-02-28,สกลนคร,41,32.0
2022-02-28,สงขลา,83,12.0
2022-02-28,สตูล,14,14.0
2022-02-28,สมุทรปราการ,27,53.333333333333336
2022-02-28,สมุทรสงคราม,8,45.0
2022-02-28,สมุทรสาคร,85,63.0
2022-02-28,สระบุรี,32,51.5
2022-02-28,สระแก้ว,12,48.0
2022-02-28,สิงห์บุรี,5,45.0
2022-02-28,สุพรรณบุรี,27,53.0
2022-02-28,สุราษฎร์ธานี,21,10.0
2022-02-28,สุโขทัย,7,55.0
2022-02-28,หนองคาย,9,80.0
2022-02-28,หนองบัวลำภู,26,
2022-02-28,อำนาจเจริญ,12,29.0
2022-02-28,อุดรธานี,90,49.0
2022-02-28,อุตรดิตถ์,14,54.0
2022-02-28,อุทัยธานี,11,44.0
2022-02-28,อุบลราชธานี,104,46.0
2022-02-28,อ่างทอง,10,
2022-02-28,เชียงราย,38,40.666666666666664
2022-02-28,เชียงใหม่,85,55.2
2022-02-28,เพชรบุรี,13,
2022-02-28,เพชรบูรณ์,16,38.0
2022-02-28,เลย,20,42.0
2022-02-28,แพร่,17,50.0
2022-02-28,แม่ฮ่องสอน,4,74.0
2022-03-01,กรุงเทพมหานคร,81,54.354838709677416
2022-03-01,กาญจนบุรี,50,53.0
2022-03-01,กาฬสินธุ์,18,59.0
